"id"|"""date"""|"jour"|"saison"|"recettes"|"semainier"|"notes"|"ouverture"|"cloture"|"page_de_gauche"
42322|1716-09-09|Mercredi|"1716-1717"|1039|Lavoy|Le mardi 8 septembre on a donné relâche au théâtre à cause de la fête de la Vierge.|false|false|
29394|1742-10-24|Mercredi|"1742-1743"|1500|""|""|false|false|Distribution
42171|1716-03-22|Dimanche|"1715-1716"|1166|Lavoy|""|false|false|
42168|1716-03-19|Jeudi|"1715-1716"|2144|Lavoy|""|false|false|
42155|1716-03-06|Vendredi|"1715-1716"|288|Lavoy|""|false|false|
42137|1716-02-17|Lundi|"1715-1716"|1564|Lavoy|""|false|false|
42125|1716-02-05|Mercredi|"1715-1716"|417|De Beaubour|""|false|false|
42123|1716-02-03|Lundi|"1715-1716"|606|Quinault|Hier dimanche 2 février 1716 le théâtre a vaqué à cause de la fête de la Vierge|false|false|
42121|1716-01-31|Vendredi|"1715-1716"|258|Defontenay|""|false|false|
42118|1716-01-28|Mardi|"1715-1716"|438|Duboccage|""|false|false|
42117|1716-01-27|Lundi|"1715-1716"|210|Dangeville|""|false|false|
42113|1716-01-21|Mardi|"1715-1716"|246|Lavoy|""|false|false|
42111|1716-01-19|Dimanche|"1715-1716"|576|Quinault|""|false|false|
42108|1716-01-16|Jeudi|"1715-1716"|477|Lavoy|""|false|false|
42333|1716-09-20|Dimanche|"1716-1717"|1508|Du Mirail|""|false|false|
42329|1716-09-16|Mercredi|"1716-1717"|558|Defontenay|""|false|false|
42326|1716-09-13|Dimanche|"1716-1717"|1149|De Beaubour & Lavoy|""|false|false|
29694|1743-11-18|Lundi|"1743-1744"|1746|""|""|false|false|
29319|1742-07-29|Dimanche|"1742-1743"|682|Dangeville|""|false|false|Distribution
29245|1742-05-04|Vendredi|"1742-1743"|71|Dangeville|On a donné hier relâche au théâtre à cause de la fête de l'Ascension|false|false|Distribution
42178|1716-03-30|Lundi|"1715-1716"|264|Legrand|""|false|false|
42331|1716-09-18|Vendredi|"1716-1717"|759|Defontenay|""|false|false|
43841|1720-06-10|Lundi|"1720-1721"|2686|Duboccage|"""Semainiers Mrs Le Grand et Dufresne"""|false|false|
43809|1720-05-06|Lundi|"1720-1721"|4050|Legrand le fils & Defontenay|"""Semainiers, Mrs Quinault et Le Grand fils."""|false|false|
43807|1720-05-04|Samedi|"1720-1721"|5240|Duboccage|""|false|false|
43799|1720-04-26|Vendredi|"1720-1721"|234|Duboccage|""|false|false|
43797|1720-04-24|Mercredi|"1720-1721"|4638|Duboccage|"3e au Palais Royal"|false|false|
43810|1720-05-07|Mardi|"1720-1721"|183|Legrand le fils|""|false|false|
42337|1716-09-24|Jeudi|"1716-1717"|797|Delathorillière|""|false|false|
43804|1720-05-01|Mercredi|"1720-1721"|4404|Duboccage|"4e au Palais Royal"|false|false|
42351|1716-10-08|Jeudi|"1716-1717"|933|Du Mirail|""|false|false|
42347|1716-10-04|Dimanche|"1716-1717"|1524|Duboccage|""|false|false|
42339|1716-09-26|Samedi|"1716-1717"|1159|Du Mirail|""|false|false|
42340|1716-09-27|Dimanche|"1716-1717"|902|Dufresne|""|false|false|
43796|1720-04-23|Mardi|"1720-1721"|450|Duboccage|""|false|false|
43792|1720-04-19|Vendredi|"1720-1721"|821|Defontenay|""|false|false|
43813|1720-05-11|Samedi|"1720-1721"|4123|Duboccage|""|false|false|
43794|1720-04-21|Dimanche|"1720-1721"|1829|Defontenay|""|false|false|
34118|1730-04-16|Lundi|"1730-1731"|0|""|""|false|false|
42343|1716-09-30|Mercredi|"1716-1717"|1024|Duboccage|""|false|false|
43801|1720-04-28|Dimanche|"1720-1721"|1119|Legrand |""|false|false|
42386|1716-11-16|Lundi|"1716-1717"|563|Duboccage|""|false|false|
42370|1716-10-30|Vendredi|"1716-1717"|802|Defontenay|""|false|false|
42358|1716-10-15|Jeudi|"1716-1717"|612|Legrand|""|false|false|
42353|1716-10-10|Samedi|"1716-1717"|890|Poisson|""|false|false|
26653|1737-06-10|Lundi|"1737-1738"|1073|""|On a donné hier relâche au théâtre à cause de la fête de la Pentecôte|false|false|
42416|1716-12-17|Jeudi|"1716-1717"|502|Lavoy|""|false|false|
42397|1716-11-27|Vendredi|"1716-1717"|973|""|""|false|false|
42376|1716-11-06|Vendredi|"1716-1717"|342|Legrand|""|false|false|
42354|1716-10-11|Dimanche|"1716-1717"|859|De Ponteuil|""|false|false|
42365|1716-10-25|Dimanche|"1716-1717"|1197|Duboccage|""|false|false|
42360|1716-10-17|Samedi|"1716-1717"|505|Guérin|""|false|false|
42381|1716-11-11|Mercredi|"1716-1717"|1033|Dufresne|""|false|false|
42378|1716-11-08|Dimanche|"1716-1717"|1103|Legrand|""|false|false|
42362|1716-10-19|Lundi|"1716-1717"|1961|Duboccage|Madame la duchesse de Berry nous a honoré aujourd'hui de sa présence.|false|false|
42401|1716-12-01|Mardi|"1716-1717"|526|Guérin|""|false|false|
42367|1716-10-27|Mardi|"1716-1717"|320|De Beaubour|""|false|false|
26652|1737-06-08|Samedi|"1737-1738"|720|""|On a donné hier relâche au théâtre|false|false|
42400|1716-11-30|Lundi|"1716-1717"|1535|Quinault|""|false|false|
42395|1716-11-25|Mercredi|"1716-1717"|774|De Ponteuil|""|false|false|
42372|1716-11-02|Lundi|"1716-1717"|1227|Defontenay|Hier premier novembre on a donné relâche au théâtre à cause de la fête de tous les saints.|false|false|
42384|1716-11-14|Samedi|"1716-1717"|738|Dufresne|""|false|false|
42413|1716-12-14|Lundi|"1716-1717"|412|Lavoy|""|false|false|
43474|1719-04-26|Mercredi|"1719-1720"|1163|Dangeville & Quinault|Au Palais royal|false|false|Distribution/Comptable
42408|1716-12-09|Mercredi|"1716-1717"|675|Dangeville|Hier 8 décembre le théâtre a vaqué à cause de la fête de la Vierge.|false|false|
42390|1716-11-20|Vendredi|"1716-1717"|407|Duboccage|""|false|false|
25850|1732-10-11|Samedi|"1732-1733"|1657|""|"""on a donnée hier relâche au Théâtre"""|false|false|
28460|1734-07-05|Lundi|"1734-1735"|554|""|""|false|false|
28463|1734-07-08|Jeudi|"1734-1735"|596|""|""|false|false|
28487|1734-08-10|Mardi|"1734-1735"|814|""|""|false|false|
42405|1716-12-05|Samedi|"1716-1717"|356|Guérin|""|false|false|
42392|1716-11-22|Dimanche|"1716-1717"|1600|Duboccage|""|false|false|
42421|1716-12-22|Mardi|"1716-1717"|94|Defontenay|""|false|false|
28484|1734-08-07|Samedi|"1734-1735"|2099|""|On a donné hier relâche au théâtre|false|false|
25884|1732-11-27|Jeudi|"1732-1733"|642|""|""|false|false|
42407|1716-12-07|Lundi|"1716-1717"|1489|Duboccage|Aujourd'hui sept Madame, duchesse de Berry  nous a honoré de sa présence.|false|false|
33444|1724-02-11|Vendredi|"1723-1724"|363|Quinault|""|false|false|
28566|1734-11-28|Dimanche|"1734-1735"|1489|""|""|false|false|
28589|1734-12-27|Lundi|"1734-1735"|1745|""|""|false|false|
25871|1732-11-13|Jeudi|"1732-1733"|374|""|""|false|false|
27294|1721-08-29|Vendredi|"1721-1722"|72|Duboccage|""|false|false|Autre
28568|1734-11-30|Mardi|"1734-1735"|922|""|""|false|false|
42424|1716-12-26|Samedi|"1716-1717"|2011|Defontenay|Le Jeudi 24 et vendredi on a donné relâche au théâtre à cause de la fête de Noël.|false|false|
33369|1723-11-12|Vendredi|"1723-1724"|338|Delathorillière fils|""|false|false|
27787|1726-02-07|Jeudi|"1725-1726"|631|Dumirail|""|false|false|
34044|1727-01-14|Mardi|"1726-1727"|479|Legrand|""|false|false|
29403|1742-11-02|Vendredi|"1742-1743"|700|""|On a donné hier relâche au théâtre à cause de la fête de la Toussaint|false|false|
42369|1716-10-29|Jeudi|"1716-1717"|621|Duboccage|""|false|false|
27444|1722-02-04|Mercredi|"1721-1722"|1037|Duboccage|"Page de gauche : Distribution, ""Les Frais du Palais Royal"" "|false|false|Autre
33519|1724-05-09|Mardi|"1724-1725"|487|Duchemin|""|false|false|
33744|1725-01-29|Lundi|"1724-1725"|1765|Dumirail|""|false|false|
42594|1717-07-08|Jeudi|"1717-1718"|872|Lavoy|"Haut de page coupé ""... Théâtre du Palais Royal"""|false|false|
45533|1719-02-22|Mercredi|"1718-1719"|2992|Duchemin & Lavoy|Au Palais Royal.|false|false|
34144|1730-05-03|Mercredi|"1730-1731"|434|Armand|On a donné hier relâche au Théâtre|false|false|Distribution/Distribution
45006|1739-06-21|Dimanche|"1739-1740"|0|""|""|false|false|
44956|1739-05-02|Samedi|"1739-1740"|0|""|""|false|false|
44955|1739-05-01|Vendredi|"1739-1740"|0|""|""|false|false|
42444|1717-01-15|Vendredi|"1716-1717"|680|De Ponteuil|""|false|false|
34170|1730-06-12|Lundi|"1730-1731"|582|""|""|false|false|Distribution/Dépenses
45023|1739-07-08|Mercredi|"1739-1740"|0|""|""|false|false|
45022|1739-07-07|Mardi|"1739-1740"|0|""|""|false|false|
45021|1739-07-06|Lundi|"1739-1740"|0|""|""|false|false|
45020|1739-07-05|Dimanche|"1739-1740"|0|""|""|false|false|
45019|1739-07-04|Samedi|"1739-1740"|0|""|""|false|false|
45016|1739-07-01|Mercredi|"1739-1740"|0|""|""|false|false|
45015|1739-06-30|Mardi|"1739-1740"|0|""|""|false|false|
45014|1739-06-29|Lundi|"1739-1740"|0|""|""|false|false|
45013|1739-06-28|Dimanche|"1739-1740"|0|""|""|false|false|
45010|1739-06-25|Jeudi|"1739-1740"|0|""|""|false|false|
45009|1739-06-24|Mercredi|"1739-1740"|0|""|""|false|false|
45007|1739-06-22|Lundi|"1739-1740"|0|""|""|false|false|
34167|1730-06-06|Mardi|"1730-1731"|100|""|On a donné hier relâche au Théâtre|false|false|Comptable/Distribution
42465|1717-02-06|Samedi|"1716-1717"|457|Lavoy|""|false|false|
42432|1717-01-03|Dimanche|"1716-1717"|922|Quinault|""|false|false|
42427|1716-12-29|Mardi|"1716-1717"|112|Defontenay|""|false|false|
45094|1739-09-17|Jeudi|"1739-1740"|0|""|""|false|false|
45093|1739-09-16|Mercredi|"1739-1740"|0|""|""|false|false|
45092|1739-09-15|Mardi|"1739-1740"|0|""|""|false|false|
45091|1739-09-14|Lundi|"1739-1740"|0|""|""|false|false|
45090|1739-09-13|Dimanche|"1739-1740"|0|""|""|false|false|
45089|1739-09-12|Samedi|"1739-1740"|0|""|""|false|false|
45087|1739-09-10|Jeudi|"1739-1740"|0|""|""|false|false|
45086|1739-09-09|Mercredi|"1739-1740"|0|""|""|false|false|
45083|1739-09-06|Dimanche|"1739-1740"|0|""|""|false|false|
45080|1739-09-03|Jeudi|"1739-1740"|0|""|""|false|false|
45084|1739-09-07|Lundi|"1739-1740"|0|""|""|false|false|
45082|1739-09-05|Samedi|"1739-1740"|0|""|""|false|false|
45079|1739-09-02|Mercredi|"1739-1740"|0|""|""|false|false|
45077|1739-08-31|Lundi|"1739-1740"|0|""|""|false|false|
45076|1739-08-30|Dimanche|"1739-1740"|0|""|""|false|false|
45071|1739-08-25|Mardi|"1739-1740"|0|""|""|false|false|
45070|1739-08-24|Lundi|"1739-1740"|0|""|""|false|false|
45069|1739-08-23|Dimanche|"1739-1740"|0|""|""|false|false|
45068|1739-08-22|Samedi|"1739-1740"|0|""|""|false|false|
45066|1739-08-20|Jeudi|"1739-1740"|0|""|""|false|false|
45065|1739-08-19|Mercredi|"1739-1740"|0|""|""|false|false|
45064|1739-08-18|Mardi|"1739-1740"|0|""|""|false|false|
45063|1739-08-17|Lundi|"1739-1740"|0|""|""|false|false|
45062|1739-08-16|Dimanche|"1739-1740"|0|""|""|false|false|
45060|1739-08-14|Vendredi|"1739-1740"|0|""|""|false|false|
45059|1739-08-13|Jeudi|"1739-1740"|0|""|""|false|false|
45058|1739-08-12|Mercredi|"1739-1740"|0|""|""|false|false|
45057|1739-08-11|Mardi|"1739-1740"|0|""|""|false|false|
45056|1739-08-10|Lundi|"1739-1740"|0|""|""|false|false|
45054|1739-08-08|Samedi|"1739-1740"|0|""|""|false|false|
45052|1739-08-06|Jeudi|"1739-1740"|0|""|""|false|false|
45050|1739-08-04|Mardi|"1739-1740"|0|""|""|false|false|
45048|1739-08-02|Dimanche|"1739-1740"|0|""|""|false|false|
45047|1739-08-01|Samedi|"1739-1740"|0|""|""|false|false|
45045|1739-07-30|Jeudi|"1739-1740"|0|""|""|false|false|
45043|1739-07-28|Mardi|"1739-1740"|0|""|""|false|false|
45042|1739-07-27|Lundi|"1739-1740"|0|""|""|false|false|
45041|1739-07-26|Dimanche|"1739-1740"|0|""|""|false|false|
45040|1739-07-25|Samedi|"1739-1740"|0|""|""|false|false|
45038|1739-07-23|Jeudi|"1739-1740"|0|""|""|false|false|
45036|1739-07-21|Mardi|"1739-1740"|0|""|""|false|false|
45035|1739-07-20|Lundi|"1739-1740"|0|""|""|false|false|
45034|1739-07-19|Dimanche|"1739-1740"|0|""|""|false|false|
45033|1739-07-18|Samedi|"1739-1740"|0|""|""|false|false|
45030|1739-07-15|Mercredi|"1739-1740"|0|""|""|false|false|
45029|1739-07-14|Mardi|"1739-1740"|0|""|""|false|false|
45028|1739-07-13|Lundi|"1739-1740"|0|""|""|false|false|
45026|1739-07-11|Samedi|"1739-1740"|0|""|""|false|false|
45024|1739-07-09|Jeudi|"1739-1740"|0|""|""|false|false|
42208|1716-05-11|Lundi|"1716-1717"|172|De Ponteuil|""|false|false|
42201|1716-05-04|Lundi|"1716-1717"|1274|Duboccage|""|false|false|
42206|1716-05-09|Samedi|"1716-1717"|286|Duboccage|""|false|false|
42196|1716-04-29|Mercredi|"1716-1717"|1324|Lavoy|Mde la duchesse de Berry nous a honoré de sa présence|false|false|
42197|1716-04-30|Jeudi|"1716-1717"|204|Defontenay|""|false|false|
42189|1716-04-22|Mercredi|"1716-1717"|163|Lavoy|""|false|false|
45098|1739-09-21|Lundi|"1739-1740"|0|""|""|false|false|
45097|1739-09-20|Dimanche|"1739-1740"|0|""|""|false|false|
45096|1739-09-19|Samedi|"1739-1740"|0|""|""|false|false|
42188|1716-04-21|Mardi|"1716-1717"|228|Lavoy|""|false|false|
42195|1716-04-28|Mardi|"1716-1717"|383|Defontenay|""|false|false|
42193|1716-04-26|Dimanche|"1716-1717"|448|Defontenay|""|false|false|
42428|1716-12-30|Mercredi|"1716-1717"|0|Duboccage|On a été joué à l'Opéra.|false|false|
42468|1717-02-09|Mardi|"1716-1717"|1350|Duboccage|""|false|false|
42461|1717-02-01|Lundi|"1716-1717"|400|Lavoy|""|false|false|
33649|1724-10-01|Dimanche|"1724-1725"|1405|Delathorillière le fils|""|false|false|
33662|1724-10-17|Mardi|"1724-1725"|1242|Delathorillière le fils|""|false|false|
42438|1717-01-09|Samedi|"1716-1717"|338|Duboccage|""|false|false|
29004|1740-07-02|Samedi|"1740-1741"|1356|""|On a donné hier relâche au théâtre. |false|false|Distribution
27012|1741-08-30|Mercredi|"1741-1742"|803|""|On a donné hier relâche au théâtre |false|false|Distribution
26932|1741-05-19|Vendredi|"1741-1742"|819|""|""|false|false|Distribution
29687|1743-11-09|Samedi|"1743-1744"|2797|""|"""On a donné avant-hier et hier relâche au théâtre pour aller à la Cour"""|false|false|
42430|1717-01-01|Vendredi|"1716-1717"|490|Defontenay|""|false|false|
45108|1739-10-01|Jeudi|"1739-1740"|0|""|""|false|false|
45107|1739-09-30|Mercredi|"1739-1740"|0|""|""|false|false|
45106|1739-09-29|Mardi|"1739-1740"|0|""|""|false|false|
45105|1739-09-28|Lundi|"1739-1740"|0|""|""|false|false|
45104|1739-09-27|Dimanche|"1739-1740"|0|""|""|false|false|
45103|1739-09-26|Samedi|"1739-1740"|0|""|""|false|false|
33894|1726-07-31|Mercredi|"1726-1727"|787|Dubreuil|""|false|false|
24819|1727-06-04|Mercredi|"1727-1728"|628|Armand|""|false|false|
42449|1717-01-20|Mercredi|"1716-1717"|1654|Duboccage|On a été représenter sur le théâtre du Palais Royal.|false|false|
29170|1741-01-28|Samedi|"1740-1741"|1643|""|""|false|false|Cour/Distribution
29020|1740-07-20|Mercredi|"1740-1741"|763|""|""|false|false|
42436|1717-01-07|Jeudi|"1716-1717"|415|Duboccage|""|false|false|
33643|1724-09-25|Lundi|"1724-1725"|1001|Lavoy|"La Fête de village, comédie en 3 actes en prose de Dancourt, est reprise sous le titre ""Les Bourgeoises de qualité"" à partir du 25/09/1724"|false|false|
42487|1717-02-28|Dimanche|"1716-1717"|2199|Duboccage|""|false|false|
42483|1717-02-24|Mercredi|"1716-1717"|2353|Duboccage|On a été représenter sur le théâtre du Palais Royal.|false|false|
42482|1717-02-23|Mardi|"1716-1717"|187|Duboccage|""|false|false|
42463|1717-02-04|Jeudi|"1716-1717"|729|Lavoy|""|false|false|
42459|1717-01-30|Samedi|"1716-1717"|598|Lavoy|""|false|false|
42441|1717-01-12|Mardi|"1716-1717"|242|Lavoy|""|false|false|
45166|1739-11-28|Samedi|"1739-1740"|0|""|""|false|false|
45165|1739-11-27|Vendredi|"1739-1740"|0|""|""|false|false|
45163|1739-11-25|Mercredi|"1739-1740"|0|""|""|false|false|
45161|1739-11-23|Lundi|"1739-1740"|0|""|""|false|false|
45160|1739-11-22|Dimanche|"1739-1740"|0|""|""|false|false|
45159|1739-11-21|Samedi|"1739-1740"|0|""|""|false|false|
45157|1739-11-19|Jeudi|"1739-1740"|0|""|""|false|false|
45156|1739-11-18|Mercredi|"1739-1740"|0|""|""|false|false|
45154|1739-11-16|Lundi|"1739-1740"|0|""|""|false|false|
45153|1739-11-15|Dimanche|"1739-1740"|0|""|""|false|false|
45152|1739-11-14|Samedi|"1739-1740"|0|""|""|false|false|
45149|1739-11-11|Mercredi|"1739-1740"|0|""|""|false|false|
45148|1739-11-10|Mardi|"1739-1740"|0|""|""|false|false|
45147|1739-11-09|Lundi|"1739-1740"|0|""|""|false|false|
45145|1739-11-07|Samedi|"1739-1740"|0|""|""|false|false|
45138|1739-10-31|Samedi|"1739-1740"|0|""|""|false|false|
45135|1739-10-28|Mercredi|"1739-1740"|0|""|""|false|false|
45134|1739-10-27|Mardi|"1739-1740"|0|""|""|false|false|
45133|1739-10-26|Lundi|"1739-1740"|0|""|""|false|false|
45132|1739-10-25|Dimanche|"1739-1740"|0|""|""|false|false|
45131|1739-10-24|Samedi|"1739-1740"|0|""|""|false|false|
45129|1739-10-22|Jeudi|"1739-1740"|0|""|""|false|false|
45128|1739-10-21|Mercredi|"1739-1740"|0|""|""|false|false|
45127|1739-10-20|Mardi|"1739-1740"|0|""|""|false|false|
45126|1739-10-19|Lundi|"1739-1740"|0|""|""|false|false|
45125|1739-10-18|Dimanche|"1739-1740"|0|""|""|false|false|
45124|1739-10-17|Samedi|"1739-1740"|0|""|""|false|false|
45122|1739-10-15|Jeudi|"1739-1740"|0|""|""|false|false|
45121|1739-10-14|Mercredi|"1739-1740"|0|""|""|false|false|
45120|1739-10-13|Mardi|"1739-1740"|0|""|""|false|false|
45119|1739-10-12|Lundi|"1739-1740"|0|""|""|false|false|
33664|1724-10-20|Vendredi|"1724-1725"|686|Delathorillière le fils|"""On a donné hier relâche au Théâtre"""|false|false|
42493|1717-03-06|Samedi|"1716-1717"|272|Lavoy|""|false|false|
42477|1717-02-18|Jeudi|"1716-1717"|883|Lavoy|""|false|false|
42452|1717-01-23|Samedi|"1716-1717"|689|Delathorillière|""|false|false|
42446|1717-01-17|Dimanche|"1716-1717"|1042|Defontenay|""|false|false|
33670|1724-10-26|Jeudi|"1724-1725"|503|Dangeville cadette, Delathorillière le fils|""|false|false|
27819|1726-03-13|Mercredi|"1725-1726"|673|Duchemin fils|""|false|false|
45212|1740-01-13|Mercredi|"1739-1740"|0|""|""|false|false|
45208|1740-01-09|Samedi|"1739-1740"|0|""|""|false|false|
45207|1740-01-08|Vendredi|"1739-1740"|0|""|""|false|false|
45205|1740-01-06|Mercredi|"1739-1740"|0|""|""|false|false|
45204|1740-01-05|Mardi|"1739-1740"|0|""|""|false|false|
45203|1740-01-04|Lundi|"1739-1740"|0|""|""|false|false|
45202|1740-01-03|Dimanche|"1739-1740"|0|""|""|false|false|
45201|1740-01-02|Samedi|"1739-1740"|0|""|""|false|false|
45200|1740-01-01|Vendredi|"1739-1740"|0|""|""|false|false|
45198|1739-12-30|Mercredi|"1739-1740"|0|""|""|false|false|
45196|1739-12-28|Lundi|"1739-1740"|0|""|""|false|false|
45195|1739-12-27|Dimanche|"1739-1740"|0|""|""|false|false|
45194|1739-12-26|Samedi|"1739-1740"|0|""|""|false|false|
45191|1739-12-23|Mercredi|"1739-1740"|0|""|""|false|false|
45189|1739-12-21|Lundi|"1739-1740"|0|""|""|false|false|
45188|1739-12-20|Dimanche|"1739-1740"|0|""|""|false|false|
45187|1739-12-19|Samedi|"1739-1740"|0|""|""|false|false|
45186|1739-12-18|Vendredi|"1739-1740"|0|""|""|false|false|
45185|1739-12-17|Jeudi|"1739-1740"|0|""|""|false|false|
45184|1739-12-16|Mercredi|"1739-1740"|0|""|""|false|false|
45183|1739-12-15|Mardi|"1739-1740"|0|""|""|false|false|
45182|1739-12-14|Lundi|"1739-1740"|0|""|""|false|false|
45180|1739-12-12|Samedi|"1739-1740"|0|""|""|false|false|
45179|1739-12-11|Vendredi|"1739-1740"|0|""|""|false|false|
45177|1739-12-09|Mercredi|"1739-1740"|0|""|""|false|false|
45175|1739-12-07|Lundi|"1739-1740"|0|""|""|false|false|
45174|1739-12-06|Dimanche|"1739-1740"|0|""|""|false|false|
45172|1739-12-04|Vendredi|"1739-1740"|0|""|""|false|false|
45170|1739-12-02|Mercredi|"1739-1740"|0|""|""|false|false|
45173|1739-12-05|Samedi|"1739-1740"|0|""|""|false|false|
45168|1739-11-30|Lundi|"1739-1740"|0|""|""|false|false|
45167|1739-11-29|Dimanche|"1739-1740"|0|""|""|false|false|
42491|1717-03-04|Jeudi|"1716-1717"|379|Lavoy|""|false|false|
42454|1717-01-25|Lundi|"1716-1717"|644|Lavoy|""|false|false|
25098|1728-04-25|Dimanche|"1728-1729"|1914|""|""|false|false|
45277|1740-03-18|Vendredi|"1739-1740"|0|""|""|false|false|
45275|1740-03-16|Mercredi|"1739-1740"|0|""|""|false|false|
45260|1740-03-01|Mardi|"1739-1740"|0|""|Dom Japhet d'Arménie avec la Cavalcade|false|false|
45259|1740-02-29|Lundi|"1739-1740"|0|""|""|false|false|
45258|1740-02-28|Dimanche|"1739-1740"|0|""|""|false|false|
45257|1740-02-27|Samedi|"1739-1740"|0|""|""|false|false|
45254|1740-02-24|Mercredi|"1739-1740"|0|""|""|false|false|
45252|1740-02-22|Lundi|"1739-1740"|0|""|""|false|false|
45251|1740-02-21|Dimanche|"1739-1740"|0|""|""|false|false|
45250|1740-02-20|Samedi|"1739-1740"|0|""|""|false|false|
45248|1740-02-18|Jeudi|"1739-1740"|0|""|""|false|false|
45247|1740-02-17|Mercredi|"1739-1740"|0|""|""|false|false|
45246|1740-02-16|Mardi|"1739-1740"|0|""|""|false|false|
45245|1740-02-15|Lundi|"1739-1740"|0|""|""|false|false|
45244|1740-02-14|Dimanche|"1739-1740"|0|""|""|false|false|
45241|1740-02-11|Jeudi|"1739-1740"|0|""|""|false|false|
45240|1740-02-10|Mercredi|"1739-1740"|0|""|""|false|false|
45238|1740-02-08|Lundi|"1739-1740"|0|""|""|false|false|
42473|1717-02-14|Dimanche|"1716-1717"|1542|De Ponteuil|""|false|false|
42510|1717-04-10|Samedi|"1717-1718"|2250|Lavoy|""|false|false|
45281|1740-03-22|Mardi|"1739-1740"|0|""|""|false|false|
45280|1740-03-21|Lundi|"1739-1740"|0|""|""|false|false|
45279|1740-03-20|Dimanche|"1739-1740"|0|""|""|false|false|
45278|1740-03-19|Samedi|"1739-1740"|0|""|""|false|false|
25674|1732-02-26|Mardi|"1731-1732"|511|""|""|false|false|Distribution/Dépenses
28416|1734-05-10|Lundi|"1734-1735"|724|""|"Semainiers "" Mrs De Montmeny payé, Dangeville le jeune payé, Fiervilles payé"" "|false|false|
42507|1717-04-07|Mercredi|"1717-1718"|545|Duboccage|On a été au Palais Royal.|false|false|
42512|1717-04-12|Lundi|"1717-1718"|1125|Lavoy|""|false|false|
45297|1739-04-07|Mardi|"1739-1740"|0|""|""|true|false|
28372|1734-03-13|Samedi|"1733-1734"|1594|""|On a donné hier relâche au théâtre|false|false|
28234|1733-09-14|Lundi|"1733-1734"|1069|""|""|false|false|
45288|1740-03-29|Mardi|"1739-1740"|0|""|""|false|false|
45287|1740-03-28|Lundi|"1739-1740"|0|""|""|false|false|
45286|1740-03-27|Dimanche|"1739-1740"|0|""|""|false|false|
45285|1740-03-26|Samedi|"1739-1740"|0|""|""|false|false|
45283|1740-03-24|Jeudi|"1739-1740"|0|""|""|false|false|
45289|1740-03-30|Mercredi|"1739-1740"|0|""|""|false|true|
45315|1739-04-25|Samedi|"1739-1740"|0|""|""|false|false|
45313|1739-04-23|Jeudi|"1739-1740"|0|""|""|false|false|
45312|1739-04-22|Mercredi|"1739-1740"|0|""|""|false|false|
45311|1739-04-21|Mardi|"1739-1740"|0|""|""|false|false|
45310|1739-04-20|Lundi|"1739-1740"|0|""|""|false|false|
45309|1739-04-19|Dimanche|"1739-1740"|0|""|""|false|false|
45308|1739-04-18|Samedi|"1739-1740"|0|""|""|false|false|
45306|1739-04-16|Jeudi|"1739-1740"|0|""|""|false|false|
43212|1718-07-05|Mardi|"1718-1719"|444|Dangeville|""|false|false|
43194|1718-06-17|Vendredi|"1718-1719"|944|Duboccage|Hier 16, l'on donna relâche au théâtre à cause de la fête Dieu.|false|false|
42514|1717-04-14|Mercredi|"1717-1718"|1059|Lavoy|""|false|false|
42516|1717-04-16|Vendredi|"1717-1718"|189|Lavoy|""|false|false|
43193|1718-06-15|Mercredi|"1718-1719"|200|Duboccage|Au Palais Royal.|false|false|
43164|1718-05-14|Samedi|"1718-1719"|335|Lavoy|""|false|false|
42518|1717-04-18|Dimanche|"1717-1718"|1518|Lavoy|""|false|false|
42521|1717-04-21|Mercredi|"1717-1718"|147|Lavoy|""|false|false|
42541|1717-05-13|Jeudi|"1717-1718"|476|Duboccage|On a été représenter au Palais Royal.|false|false|
43190|1718-06-12|Dimanche|"1718-1719"|178|Duboccage|""|false|false|
43167|1718-05-17|Mardi|"1718-1719"|581|Lavoy|""|false|false|
42532|1717-05-02|Dimanche|"1717-1718"|1291|Quinault|""|false|false|
34325|1730-12-23|Samedi|"1730-1731"|2227|Poisson|""|false|false|
26333|1736-05-26|Samedi|"1736-1737"|1507|""|Il s'agit du second début de Mlle Connell (1er début le 19 Mai 1934)|false|false|
42523|1717-04-23|Vendredi|"1717-1718"|319|Defontenay|""|false|false|
42551|1717-05-24|Lundi|"1717-1718"|602|Duboccage|On a été représenter au Palais Royal.|false|false|
43218|1718-07-11|Lundi|"1718-1719"|228|Duboccage|Semainiers, M. Duboccage, et Poisson le fils|false|false|
43213|1718-07-06|Mercredi|"1718-1719"|1061|Dangeville|Au Palais Royal.|false|false|
42528|1717-04-28|Mercredi|"1717-1718"|359|Lavoy|""|false|false|
42530|1717-04-30|Vendredi|"1717-1718"|266|Dufresne|""|false|false|
43169|1718-05-19|Jeudi|"1718-1719"|301|Lavoy|""|false|false|
42525|1717-04-25|Dimanche|"1717-1718"|694|Defontenay|""|false|false|
42536|1717-05-08|Samedi|"1717-1718"|155|Duboccage|Jeudi 6 mai, on a donné relâche au théâtre à cause de la fête de l'ascension et le Vendredi 7 à cause de l'arrivée du Tzar.|false|false|
43215|1718-07-08|Vendredi|"1718-1719"|339|Delathorillière & Poisson|""|false|false|
43200|1718-06-23|Jeudi|"1718-1719"|217|Lavoy|""|false|false|
43198|1718-06-21|Mardi|"1718-1719"|516|Quinault|""|false|false|
43172|1718-05-22|Dimanche|"1718-1719"|460|Lavoy|""|false|false|
